Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,ML,Close,,,,,,
817,919,V,HOU,RARMENTEROS-R,0,0,2,0,1,0,0,1,0,4,-125,-112,,,,,,
817,920,H,OAK,CBASSITT-R,0,0,5,0,3,0,0,0,x,8,105,102,,,,,,
817,921,V,DET,JZIMMERMANN-R,0,0,0,0,0,0,0,0,0,0,252,270,,,,,,
817,922,H,TAM,RYARBROUGH-L,0,0,0,0,0,0,0,0,0,1,-310,-310,,,,,,
817,923,V,BAL,AWOJCIECHOWSKI-R,0,0,0,0,0,0,0,0,0,0,274,280,,,,,,
817,924,H,BOS,ERODRIGUEZ-L,0,0,0,0,2,0,2,0,x,4,-340,-320,,,,,,
817,925,V,MIN,JBERRIOS-R,6,2,0,0,1,0,0,1,2,12,-165,-170,,,,,,
817,926,H,TEX,AJURADO-R,2,4,0,0,1,0,0,0,0,7,144,160,,,,,,
817,927,V,CWS,HSANTIAGO-L,1,0,4,0,0,0,0,0,0,5,140,170,,,,,,
817,928,H,LAA,NRAMIREZ-R,0,1,1,0,0,0,4,0,x,6,-160,-185,,,,,,
817,929,V,NYM,JDEGROM-R,0,0,0,0,1,0,2,1,0,4,-210,-200,,,,,,
817,930,H,KAN,JJUNIS-R,0,0,0,1,0,0,0,0,0,1,176,180,,,,,,
818,951,V,SDG,JLUCCHESI-L,0,0,0,2,0,0,1,0,0,3,116,109,,,,,,
818,952,H,PHI,JVARGAS-L,1,0,0,0,0,1,0,0,0,2,-136,-119,,,,,,
818,953,V,STL,JFLAHERTY-R,0,0,2,1,2,0,0,0,0,5,-166,-167,,,,,,
818,954,H,CIN,AWOOD-L,1,0,0,0,0,0,1,0,2,4,145,157,,,,,,
818,955,V,LAD,TGONSOLIN-R,3,0,0,0,0,0,0,0,0,3,-108,117,,,,,,
818,956,H,ATL,MFRIED-L,0,0,0,1,0,4,0,0,x,5,-112,-127,,,,,,
818,957,V,MIL,CANDERSON-R,0,0,0,1,3,0,0,0,4,8,-115,-105,,,,,,
818,958,H,WAS,EFEDDE-R,4,2,7,0,2,0,0,1,x,16,-105,-105,,,,,,
818,959,V,MIA,JYAMAMOTO-R,1,0,0,1,0,1,0,0,3,6,130,158,,,,,,
818,960,H,COL,PLAMBERT-R,1,0,0,0,0,1,0,2,2,7,-150,-168,,,,,,
818,961,V,SFO,MBUMGARNER-L,0,0,0,0,0,1,0,0,0,1,-130,-102,,,,,,
818,962,H,ARI,MKELLY-R,3,0,0,0,1,0,1,1,x,6,110,-108,,,,,,
818,963,V,CUB,JQUINTANA-L,1,0,1,2,3,0,0,0,0,7,-180,-160,,,,,,
818,964,H,PIT,MKELLER-R,0,0,0,0,0,0,0,0,1,1,155,150,,,,,,
818,965,V,BAL,TBLACH-L,3,2,1,0,0,0,0,0,1,7,252,260,,,,,,
818,966,H,BOS,NEOVALDI-R,0,0,2,1,0,6,4,0,x,13,-310,-300,,,,,,
818,967,V,CLE,MCLEVINGER-R,0,4,0,1,0,1,0,2,0,8,-125,-120,,,,,,
818,968,H,NYY,CSABATHIA-L,0,0,0,0,0,0,2,0,2,4,105,110,,,,,,
818,969,V,SEA,YKIKUCHI-L,0,1,0,3,0,0,1,0,2,7,144,155,,,,,,
818,970,H,TOR,WFONT-R,0,0,0,0,0,0,0,0,0,0,-165,-165,,,,,,
818,971,V,DET,MBOYD-L,2,0,0,0,0,0,2,0,0,4,155,175,,,,,,
818,972,H,TAM,TRICHARDS-R,1,0,0,0,0,0,0,2,2,5,-180,-190,,,,,,
818,973,V,MIN,MPEREZ-L,2,0,0,1,0,0,0,3,0,6,120,124,,,,,,
818,974,H,TEX,LLYNN-R,0,0,0,2,0,0,1,0,0,3,-140,-134,,,,,,
818,975,V,CWS,DCEASE-R,0,0,0,1,0,0,0,0,1,2,144,145,,,,,,
818,976,H,LAA,GCANNING-R,0,3,0,1,0,1,2,2,x,9,-165,-155,,,,,,
818,977,V,HOU,ZGREINKE-R,0,0,0,0,3,1,0,0,0,4,-165,-192,,,,,,
818,978,H,OAK,BANDERSON-L,0,0,0,1,0,0,0,0,0,1,144,176,,,,,,
818,979,V,NYM,ZWHEELER-R,3,0,0,0,0,0,6,1,1,11,-180,-178,,,,,,
818,980,H,KAN,GSPARKMAN-R,0,0,0,1,3,0,1,0,0,5,155,164,,,,,,
819,901,V,WAS,JROSS-R,4,4,0,3,0,0,0,0,2,13,-135,-118,,,,,,
819,902,H,PIT,TWILLIAMS-R,0,0,0,0,0,0,0,0,0,0,115,108,,,,,,
819,903,V,SDG,ELAUER-L,1,0,0,1,1,0,0,0,0,3,144,130,,,,,,
819,904,H,CIN,TBAUER-R,0,1,0,0,0,0,0,0,1,2,-165,-140,,,,,,
819,905,V,MIL,ZDAVIES-R,0,0,0,0,0,0,0,0,0,0,105,108,,,,,,
819,906,H,STL,DHUDSON-R,0,0,0,0,2,1,0,0,x,3,-125,-118,,,,,,
819,907,V,COL,CGONZALEZ-R,0,0,0,1,0,0,0,1,1,3,148,190,,,,,,
819,908,H,ARI,ZGALLEN-R,0,0,0,0,0,2,0,3,x,5,-170,-210,,,,,,
819,909,V,KAN,JLOPEZ-R,0,0,0,0,0,3,2,0,0,5,120,120,,,,,,
819,910,H,BAL,JMEANS-L,0,1,0,0,0,1,1,0,1,4,-140,-130,,,,,,
819,911,V,SEA,MGONZALES-L,3,4,0,1,1,0,0,0,0,9,160,175,,,,,,
819,912,H,TAM,BMCKAY-L,1,0,0,0,2,0,0,0,0,3,-185,-190,,,,,,
819,913,V,LAA,DPETERS-L,5,2,0,0,0,0,0,0,0,7,-119,-118,,,,,,
819,914,H,TEX,KALLARD-L,1,0,0,1,3,0,0,2,0,8,-101,108,,,,,,
819,915,V,CWS,INOVA-R,0,0,4,0,0,0,1,1,0,6,163,200,,,,,,
819,916,H,MIN,KGIBSON-R,2,0,0,0,0,0,1,0,1,4,-190,-220,,,,,,
819,917,V,DET,EJACKSON-R,1,0,1,0,0,1,1,0,0,4,317,350,,,,,,
819,918,H,HOU,WMILEY-L,4,0,0,0,1,0,0,0,x,5,-400,-420,,,,,,
820,951,V,WAS,SSTRASBURG-R,0,0,0,0,1,0,0,0,0,1,-170,-155,,,,,,
820,952,H,PIT,CARCHER-R,0,0,0,0,0,0,0,4,x,4,148,145,,,,,,
820,953,V,SDG,CQUANTRILL-R,0,0,0,0,0,1,0,1,0,2,148,140,,,,,,
820,954,H,CIN,SGRAY-R,1,0,0,0,0,2,0,0,x,3,-170,-150,,,,,,
820,955,V,MIA,EHERNANDEZ-R,0,0,1,0,0,0,0,0,0,1,263,245,,,,,,
820,956,H,ATL,DKEUCHEL-L,0,0,0,1,1,0,3,0,x,5,-325,-275,,,,,,
820,957,V,MIL,GGONZALEZ-L,0,0,0,0,0,2,0,2,0,4,-115,-105,,,,,,
820,958,H,STL,MWACHA-R,0,0,0,1,0,4,4,0,x,9,-105,-105,,,,,,
820,959,V,SFO,TBEEDE-R,0,2,1,0,0,0,0,0,0,3,163,180,,,,,,
820,960,H,CUB,CHAMELS-L,2,0,1,0,1,0,1,0,x,5,-190,-200,,,,,,
820,961,V,COL,KFREELAND-L,0,0,0,2,1,0,3,0,1,7,135,138,,,,,,
820,962,H,ARI,AYOUNG-L,0,0,1,2,0,5,0,0,x,8,-155,-148,,,,,,
820,963,V,KAN,BKELLER-R,0,1,0,0,0,0,0,0,0,1,-115,107,,,,,,
820,964,H,BAL,DBUNDY-R,0,0,0,0,0,0,1,3,x,4,-105,-117,,,,,,
820,965,V,SEA,UNDECIDED,2,0,0,0,2,2,1,0,0,7,163,178,,,,,,
820,966,H,TAM,DCASTILLO-R,0,2,0,2,0,0,0,0,0,4,-190,-196,,,,,,
820,967,V,LAA,JBARRIA-R,0,0,0,0,0,0,0,1,1,2,-130,-128,,,,,,
820,968,H,TEX,BBURKE-L,0,0,0,0,2,0,0,0,0,3,110,118,,,,,,
820,969,V,CWS,RLOPEZ-R,0,0,3,0,0,1,0,0,0,4,192,205,,,,,,
820,970,H,MIN,MPINEDA-R,0,0,2,1,4,0,0,7,x,14,-230,-230,,,,,,
820,971,V,DET,STURNBULL-R,1,0,2,0,0,0,0,0,0,3,296,240,,,,,,
820,972,H,HOU,ASANCHEZ-R,2,3,0,0,1,0,0,0,x,6,-370,-270,,,,,,
820,973,V,NYY,DGERMAN-R,1,0,0,0,0,0,0,1,0,2,-140,-130,,,,,,
820,974,H,OAK,HBAILEY-R,3,1,0,0,0,2,0,0,x,6,120,120,,,,,,
820,975,V,PHI,ANOLA-R,3,0,0,0,0,0,0,0,0,3,-115,100,,,,,,
820,976,H,BOS,BJOHNSON-L,0,0,2,0,0,0,0,0,0,2,-105,-110,,,,,,
820,977,V,CLE,SBIEBER-R,0,1,0,1,0,0,0,0,0,2,-140,-145,,,,,,
820,978,H,NYM,SMATZ-L,0,2,0,0,0,2,4,1,x,9,120,135,,,,,,
820,979,V,TOR,SREID-FOLEY-R,1,0,1,0,0,1,0,0,0,3,256,285,,,,,,
820,980,H,LAD,CKERSHAW-L,0,0,5,3,0,4,0,4,x,16,-315,-330,,,,,,
820,981,V,LAA,AHEANEY-L,3,0,0,0,2,0,0,0,0,5,-125,-137,,,,,,
820,982,H,TEX,JPALUMBO-L,0,0,0,0,0,1,0,0,0,1,105,127,,,,,,
821,901,V,SDG,MSTRAHM-L,0,0,1,0,0,0,1,0,0,2,130,150,,,,,,
821,902,H,CIN,LCASTILLO-R,0,0,3,1,0,0,0,0,x,4,-150,-160,,,,,,
821,903,V,COL,TMELVILLE-R,2,0,0,3,0,1,1,0,0,7,100,164,,,,,,
821,904,H,ARI,MLEAKE-R,0,0,0,0,0,1,0,1,0,2,-120,-178,,,,,,
821,905,V,WAS,PCORBIN-L,0,0,6,0,0,0,0,3,2,11,-150,-137,,,,,,
821,906,H,PIT,JMUSGROVE-R,0,0,0,0,0,0,0,0,1,1,130,127,,,,,,
821,907,V,MIA,CSMITH-L,0,0,0,0,0,0,0,0,0,0,176,165,,,,,,
821,908,H,ATL,JTEHERAN-R,0,3,0,0,2,0,0,0,x,5,-210,-180,,,,,,
821,909,V,MIL,AHOUSER-R,4,0,0,1,0,0,0,0,x,5,110,-108,,,,,,
821,910,H,STL,AWAINWRIGHT-R,0,0,0,0,2,1,0,0,x,3,-130,-102,,,,,,
821,911,V,SFO,DRODRIGUEZ-R,2,0,0,0,2,5,2,0,0,11,170,220,,,,,,
821,912,H,CUB,YDARVISH-R,2,2,2,0,1,3,0,2,x,12,-200,-250,,,,,,
821,913,V,CWS,LGIOLITO-R,2,0,1,0,1,0,0,0,0,4,151,160,,,,,,
821,914,H,MIN,JODORIZZI-R,0,0,0,0,0,0,0,0,0,0,-175,-170,,,,,,
821,915,V,SEA,CGEARRIN-R,0,0,0,3,0,0,0,0,3,6,234,280,,,,,,
821,916,H,TAM,CMORTON-R,1,0,1,2,0,1,0,0,2,7,-285,-320,,,,,,
821,917,V,LAA,PSANDOVAL-L,0,0,0,2,2,3,0,0,0,7,120,108,,,,,,
821,918,H,TEX,MMINOR-L,0,2,0,2,0,0,2,1,1,8,-140,-118,,,,,,
821,919,V,KAN,MMONTGOMERY-L,0,0,1,0,0,0,0,0,0,1,-120,-120,,,,,,
821,920,H,BAL,ABROOKS-R,0,3,0,0,2,3,0,0,x,8,100,110,,,,,,
821,921,V,DET,DNORRIS-L,0,0,0,0,1,0,0,0,1,2,337,425,,,,,,
821,922,H,HOU,JVERLANDER-R,0,0,0,0,0,0,1,0,0,1,-430,-550,,,,,,
821,923,V,NYY,JHAPP-L,0,1,0,0,0,1,2,0,0,4,-105,112,,,,,,
821,924,H,OAK,MFIERS-R,0,2,2,0,1,1,0,0,x,6,-115,-122,,,,,,
821,925,V,PHI,DSMYLY-L,0,0,0,0,3,0,1,0,1,5,140,150,,,,,,
821,926,H,BOS,RPORCELLO-R,1,1,0,0,0,0,0,0,0,2,-160,-160,,,,,,
821,927,V,CLE,APLUTKO-R,0,0,1,0,0,1,0,0,0,3,105,140,,,,,,
821,928,H,NYM,MSTROMAN-R,0,0,0,0,2,0,0,0,0,4,-125,-150,,,,,,
821,929,V,TOR,WFONT-R,0,0,0,0,0,0,0,0,1,1,252,320,,,,,,
821,930,H,LAD,WBUEHLER-R,0,0,0,1,0,0,0,0,0,2,-310,-380,,,,,,
822,951,V,SFO,JSAMARDZIJA-R,0,0,0,0,0,0,0,0,0,0,148,170,,,,,,
822,952,H,CUB,KHENDRICKS-R,0,0,0,1,0,0,0,0,x,1,-170,-185,,,,,,
822,953,V,WAS,MSCHERZER-R,2,0,0,0,0,0,0,4,1,7,-200,-205,,,,,,
822,954,H,PIT,SBRAULT-L,0,0,1,0,0,0,0,0,0,1,170,185,,,,,,
822,955,V,MIA,SALCANTARA-R,0,0,0,0,0,0,2,0,0,2,237,245,,,,,,
822,956,H,ATL,MSOROKA-R,0,1,0,0,0,0,0,1,1,3,-290,-280,,,,,,
822,957,V,COL,GMARQUEZ-R,0,2,0,0,3,0,0,0,0,5,125,118,,,,,,
822,958,H,STL,MMIKOLAS-R,0,0,0,2,0,2,2,0,x,6,-145,-128,,,,,,
822,959,V,TAM,RYARBROUGH-L,0,0,1,0,1,2,0,0,1,5,-240,-210,,,,,,
822,960,H,BAL,AWOJCIECHOWSKI-R,2,0,0,0,0,0,0,0,0,2,199,190,,,,,,
822,961,V,DET,JZIMMERMANN-R,0,0,0,0,0,0,0,0,3,3,384,425,,,,,,
822,962,H,HOU,GCOLE-R,0,0,0,2,0,1,3,0,x,6,-500,-550,,,,,,
822,963,V,TEX,AJURADO-R,0,0,0,1,0,0,0,0,0,1,-115,-116,,,,,,
822,964,H,CWS,RDETWILER-L,0,1,4,0,0,0,1,0,x,6,-105,106,,,,,,
822,965,V,NYY,MTANAKA-R,0,0,0,0,1,0,1,0,1,3,-130,-120,,,,,,
822,966,H,OAK,TROARK-R,3,0,2,0,0,0,0,0,x,5,110,110,,,,,,
822,967,V,CLE,ACIVALE-R,0,0,0,0,0,0,0,0,x,0,120,115,,,,,,
822,968,H,NYM,NSYNDERGAARD-R,0,0,0,2,0,0,0,x,x,2,-140,-125,,,,,,
822,969,V,TOR,JWAGUESPACK-R,0,1,0,0,0,1,0,0,0,2,218,210,,,,,,
822,970,H,LAD,KMAEDA-R,0,0,0,0,0,0,0,0,3,3,-265,-240,,,,,,
823,901,V,WAS,ASANCHEZ-R,1,0,1,2,3,0,1,0,1,9,100,117,,,,,,
823,902,H,CUB,JLESTER-L,0,0,0,0,0,0,0,0,3,3,-120,-127,,,,,,
823,903,V,CIN,ADESCLAFANI-R,0,1,0,0,0,0,0,1,0,2,-120,105,,,,,,
823,904,H,PIT,MKELLER-R,0,0,0,0,0,1,0,0,2,3,100,-115,,,,,,
823,905,V,PHI,VVELASQUEZ-R,4,2,1,2,0,0,0,0,2,11,-185,-160,,,,,,
823,906,H,MIA,HNOESI-R,0,0,7,0,5,3,0,4,x,19,160,150,,,,,,
823,907,V,ATL,MFOLTYNEWICZ-R,0,0,0,0,0,1,0,0,0,2,176,163,,,,,,
823,908,H,NYM,JDEGROM-R,0,0,0,0,0,1,0,0,0,1,-210,-176,,,,,,
823,909,V,ARI,MKELLY-R,0,0,0,0,0,0,0,0,1,1,135,138,,,,,,
823,910,H,MIL,JLYLES-R,3,0,1,0,2,0,0,0,x,6,-155,-148,,,,,,
823,911,V,COL,PLAMBERT-R,0,0,0,0,0,0,0,0,3,3,184,220,,,,,,
823,912,H,STL,JFLAHERTY-R,2,0,0,1,3,2,0,0,x,8,-220,-250,,,,,,
823,913,V,TAM,TRICHARDS-R,0,7,0,0,0,0,0,0,0,7,-200,-200,,,,,,
823,914,H,BAL,TBLACH-L,0,0,0,0,0,0,0,1,0,1,170,180,,,,,,
823,915,V,KAN,JJUNIS-R,0,0,0,0,0,1,0,0,0,1,176,175,,,,,,
823,916,H,CLE,ZPLESAC-R,0,4,0,0,0,0,0,0,x,4,-210,-190,,,,,,
823,917,V,DET,DVERHAGEN-R,0,0,0,0,0,5,0,2,2,9,176,285,,,,,,
823,918,H,MIN,JBERRIOS-R,1,1,0,0,1,0,0,2,1,6,-210,-330,,,,,,
823,919,V,TEX,LLYNN-R,3,0,0,0,0,0,0,0,0,3,-140,-138,,,,,,
823,920,H,CWS,DCEASE-R,0,2,0,3,0,3,0,0,x,8,120,128,,,,,,
823,921,V,LAA,JSUAREZ-L,0,2,0,0,0,1,0,1,0,4,245,220,,,,,,
823,922,H,HOU,ZGREINKE-R,0,0,1,1,2,0,1,0,x,5,-300,-250,,,,,,
823,923,V,TOR,TTHORNTON-R,2,0,1,0,0,1,0,0,0,4,-120,-102,,,,,,
823,924,H,SEA,JSHEFFIELD-L,0,2,1,0,1,3,0,0,x,7,100,-108,,,,,,
823,925,V,NYY,JPAXTON-L,0,0,2,0,5,1,0,1,1,10,155,135,,,,,,
823,926,H,LAD,HRYU-L,0,0,1,0,0,0,1,0,0,2,-180,-145,,,,,,
823,927,V,BOS,ERODRIGUEZ-L,3,3,0,1,0,4,0,0,0,11,-135,-117,,,,,,
823,928,H,SDG,CPADDACK-R,0,0,0,0,0,0,0,0,0,0,115,107,,,,,,
824,951,V,WAS,JROSS-R,1,0,4,0,0,1,0,0,1,7,115,155,,,,,,
824,952,H,CUB,JQUINTANA-L,0,0,1,0,1,0,0,0,0,2,-135,-165,,,,,,
824,953,V,PHI,ZEFLIN-R,0,0,0,6,0,0,3,0,0,9,-140,-132,,,,,,
824,954,H,MIA,JYAMAMOTO-R,1,0,0,0,1,0,1,0,0,3,120,122,,,,,,
824,955,V,CIN,AWOOD-L,0,0,0,0,0,0,0,0,0,0,-119,-108,,,,,,
824,956,H,PIT,TWILLIAMS-R,0,0,2,0,0,5,3,4,x,14,-101,-102,,,,,,
824,957,V,ARI,ZGALLEN-R,0,0,0,0,0,0,0,0,0,0,-110,118,,,,,,
824,958,H,MIL,CANDERSON-R,0,0,0,2,0,0,2,0,x,4,-110,-128,,,,,,
824,959,V,ATL,MFRIED-L,0,2,2,0,0,1,0,2,2,9,115,-102,,,,,,
824,960,H,NYM,ZWHEELER-R,0,0,1,0,4,0,0,0,0,5,-135,-108,,,,,,
824,961,V,COL,CGONZALEZ-R,0,0,0,0,0,0,0,0,0,0,163,170,,,,,,
824,962,H,STL,DHUDSON-R,2,2,0,0,1,0,1,0,x,6,-190,-185,,,,,,
824,963,V,TAM,JALVARADO-L,0,0,0,0,1,0,0,0,0,1,-180,-185,,,,,,
824,964,H,BAL,JMEANS-L,1,0,4,2,0,0,0,0,x,7,155,170,,,,,,
824,965,V,LAA,DPETERS-L,0,0,0,0,1,0,1,0,0,2,222,175,,,,,,
824,966,H,HOU,WMILEY-L,2,0,3,0,0,0,0,0,x,5,-270,-190,,,,,,
824,967,V,DET,EJACKSON-R,0,0,2,2,0,1,0,0,0,5,260,300,,,,,,
824,968,H,MIN,KGIBSON-R,1,0,0,0,5,2,0,0,x,8,-320,-350,,,,,,
824,969,V,KAN,GSPARKMAN-R,0,0,0,1,0,0,1,0,0,2,263,300,,,,,,
824,970,H,CLE,MCLEVINGER-R,0,0,4,0,0,0,0,0,x,4,-325,-350,,,,,,
824,971,V,TEX,KALLARD-L,0,0,0,0,0,2,2,0,0,4,120,120,,,,,,
824,972,H,CWS,INOVA-R,0,0,0,0,0,0,0,0,0,0,-140,-130,,,,,,
824,973,V,TOR,WFONT-R,0,0,2,0,0,0,4,1,0,7,-110,102,,,,,,
824,974,H,SEA,FHERNANDEZ-R,2,0,0,0,3,0,0,0,0,5,-110,-112,,,,,,
824,975,V,NYY,CSABATHIA-L,0,0,0,1,0,0,0,0,0,1,135,126,,,,,,
824,976,H,LAD,TGONSOLIN-R,0,0,2,0,0,0,0,0,x,2,-155,-136,,,,,,
824,977,V,BOS,NEOVALDI-R,0,0,1,3,0,0,0,0,1,5,-119,-120,,,,,,
824,978,H,SDG,DLAMET-R,0,0,0,3,0,0,1,0,0,4,-101,110,,,,,,
824,979,V,SFO,MBUMGARNER-L,0,0,0,0,1,1,0,8,0,10,110,135,,,,,,
824,980,H,OAK,CBASSITT-R,0,1,1,0,0,0,2,1,0,5,-130,-145,,,,,,
825,901,V,PHI,ANOLA-R,0,0,0,0,0,2,0,0,0,2,-220,-198,,,,,,
825,902,H,MIA,EHERNANDEZ-R,0,0,0,0,0,3,0,0,x,3,184,179,,,,,,
825,903,V,ATL,DKEUCHEL-L,0,1,0,0,0,0,1,0,0,2,-101,-104,,,,,,
825,904,H,NYM,SMATZ-L,0,0,0,0,0,0,0,0,1,1,-119,-106,,,,,,
825,905,V,CIN,TBAUER-R,3,0,0,0,1,1,0,2,1,8,-135,-134,,,,,,
825,906,H,PIT,DAGRAZAL-R,2,3,3,0,0,0,0,1,x,9,115,124,,,,,,
825,907,V,ARI,RRAY-L,2,0,0,2,1,0,0,0,0,5,105,105,,,,,,
825,908,H,MIL,ZDAVIES-R,0,0,0,0,0,0,1,1,0,2,-125,-115,,,,,,
825,909,V,COL,ASENZATELA-R,1,1,0,0,1,0,1,0,0,4,144,165,,,,,,
825,910,H,STL,MWACHA-R,0,6,1,0,2,1,1,0,x,11,-165,-180,,,,,,
825,911,V,WAS,SSTRASBURG-R,0,0,0,1,0,1,3,0,0,7,-125,-127,,,,,,
825,912,H,CUB,CHAMELS-L,0,0,0,0,1,1,1,2,0,5,105,117,,,,,,
825,913,V,TAM,DCASTILLO-R,0,0,0,1,2,0,0,0,0,3,-175,-165,,,,,,
825,914,H,BAL,DBUNDY-R,1,0,3,2,1,0,1,0,x,8,151,155,,,,,,
825,915,V,KAN,ESKOGLUND-L,0,2,1,0,0,0,0,5,0,9,263,310,,,,,,
825,916,H,CLE,SBIEBER-R,0,0,2,0,0,0,1,1,4,8,-325,-360,,,,,,
825,917,V,TEX,BBURKE-L,0,0,0,0,0,0,0,0,0,0,-101,112,,,,,,
825,918,H,CWS,RLOPEZ-R,0,0,1,0,0,0,1,0,x,2,-119,-122,,,,,,
825,919,V,LAA,JBARRIA-R,0,1,0,0,0,0,0,0,1,2,170,170,,,,,,
825,920,H,HOU,FVALDEZ-L,1,0,0,1,0,0,2,7,x,11,-200,-185,,,,,,
825,921,V,DET,MBOYD-L,0,0,0,0,2,0,0,0,2,4,151,190,,,,,,
825,922,H,MIN,MPEREZ-L,0,0,2,3,0,2,0,0,x,7,-175,-210,,,,,,
825,923,V,TOR,CBUCHHOLZ-R,0,0,0,0,0,1,0,0,0,1,115,136,,,,,,
825,924,H,SEA,MGONZALES-L,0,0,1,1,0,0,1,0,x,3,-135,-146,,,,,,
825,925,V,SFO,LWEBB-R,0,2,1,0,0,0,2,0,0,5,144,153,,,,,,
825,926,H,OAK,BANDERSON-L,0,3,0,1,0,0,0,0,0,4,-165,-163,,,,,,
825,927,V,BOS,BJOHNSON-L,0,0,0,1,0,0,0,0,0,1,100,102,,,,,,
825,928,H,SDG,JLUCCHESI-L,3,0,0,0,0,0,0,0,x,3,-120,-112,,,,,,
825,929,V,NYY,DGERMAN-R,1,0,1,0,0,1,0,1,1,5,163,142,,,,,,
825,930,H,LAD,CKERSHAW-L,1,0,0,0,0,0,0,0,0,1,-190,-152,,,,,,
826,951,V,ATL,JTEHERAN-R,0,0,0,0,0,0,0,0,1,1,-150,-150,,,,,,
826,952,H,COL,TMELVILLE-R,0,0,0,0,0,0,0,1,2,3,130,140,,,,,,
826,953,V,PIT,JMUSGROVE-R,0,0,0,0,1,0,3,0,1,5,122,132,,,,,,
826,954,H,PHI,JVARGAS-L,0,0,0,2,0,0,0,3,0,6,-142,-142,,,,,,
826,955,V,CIN,SGRAY-R,0,0,1,0,3,0,0,1,1,6,-170,-155,,,,,,
826,956,H,MIA,PLOPEZ-R,0,0,2,0,0,0,0,0,1,3,148,145,,,,,,
826,957,V,STL,AWAINWRIGHT-R,2,6,0,1,0,2,0,1,0,12,120,128,,,,,,
826,958,H,MIL,GGONZALEZ-L,0,1,0,1,0,0,0,0,0,2,-140,-138,,,,,,
826,959,V,ARI,AYOUNG-L,0,1,0,0,0,2,2,1,0,6,-115,-105,,,,,,
826,960,H,SFO,TBEEDE-R,1,0,0,0,0,1,0,0,2,4,-105,-105,,,,,,
826,961,V,LAD,DMAY-R,0,0,1,0,1,1,0,0,0,3,-160,-145,,,,,,
826,962,H,SDG,ELAUER-L,0,0,0,1,0,3,0,0,x,4,140,135,,,,,,
826,963,V,OAK,HBAILEY-R,0,5,5,1,3,1,1,2,1,19,-151,-154,,,,,,
826,964,H,KAN,BKELLER-R,0,2,0,0,1,0,0,0,1,4,136,144,,,,,,
826,965,V,NYY,JHAPP-L,0,4,0,1,0,0,0,0,0,5,-205,-170,,,,,,
826,966,H,SEA,MWISLER-R,0,3,0,0,0,0,1,0,0,4,172,160,,,,,,
827,901,V,PIT,SBRAULT-L,2,0,0,0,0,2,0,0,1,5,110,130,,,,,,
827,902,H,PHI,DSMYLY-L,0,1,1,1,0,1,0,0,0,4,-130,-140,,,,,,
827,903,V,CIN,LCASTILLO-R,2,0,0,1,2,2,1,0,0,8,-155,-160,,,,,,
827,904,H,MIA,CSMITH-L,2,1,0,0,0,2,0,0,0,5,135,150,,,,,,
827,905,V,CUB,YDARVISH-R,0,0,0,0,2,2,0,1,0,5,100,-108,,,,,,
827,906,H,NYM,MSTROMAN-R,0,0,0,1,0,0,0,0,1,2,-120,-102,,,,,,
827,907,V,STL,MMIKOLAS-R,0,0,0,0,1,0,3,0,2,6,115,125,,,,,,
827,908,H,MIL,AHOUSER-R,0,1,0,0,0,0,0,2,0,3,-135,-135,,,,,,
827,909,V,ARI,MLEAKE-R,0,0,0,0,1,1,1,0,0,3,135,119,,,,,,
827,910,H,SFO,JSAMARDZIJA-R,1,0,0,0,0,0,0,1,0,2,-155,-129,,,,,,
827,911,V,LAD,WBUEHLER-R,0,0,1,2,5,0,0,0,1,9,-175,-190,,,,,,
827,912,H,SDG,CQUANTRILL-R,0,0,0,0,0,0,0,0,0,0,151,175,,,,,,
827,913,V,CLE,APLUTKO-R,3,0,1,0,0,0,6,0,0,10,-155,-155,,,,,,
827,914,H,DET,STURNBULL-R,0,1,0,0,0,0,0,0,0,1,135,145,,,,,,
827,915,V,MIN,MPINEDA-R,0,2,0,0,0,0,0,1,0,3,-130,-110,,,,,,
827,916,H,CWS,LGIOLITO-R,0,0,0,1,0,0,0,0,0,1,110,100,,,,,,
827,917,V,TAM,CMORTON-R,0,0,0,0,0,0,1,0,0,1,148,176,,,,,,
827,918,H,HOU,JVERLANDER-R,0,0,2,4,3,5,1,0,x,15,-170,-192,,,,,,
827,919,V,OAK,MFIERS-R,1,1,0,0,0,0,0,0,0,2,-175,-210,,,,,,
827,920,H,KAN,MMONTGOMERY-L,0,0,0,0,0,1,0,0,0,1,151,190,,,,,,
827,921,V,TEX,MMINOR-L,0,0,1,0,0,0,0,1,0,2,115,150,,,,,,
827,922,H,LAA,AHEANEY-L,0,0,0,0,0,0,4,1,x,5,-135,-160,,,,,,
827,923,V,NYY,MTANAKA-R,2,0,3,0,1,0,0,0,1,7,-220,-178,,,,,,
827,924,H,SEA,YKIKUCHI-L,0,0,0,0,0,0,0,0,0,0,184,164,,,,,,
827,925,V,BAL,ABROOKS-R,2,0,0,0,0,0,0,0,0,2,267,300,,,,,,
827,926,H,WAS,PCORBIN-L,0,0,0,0,0,0,0,0,0,0,-330,-350,,,,,,
827,927,V,ATL,MSOROKA-R,0,0,0,0,0,0,1,0,0,1,-150,-185,,,,,,
827,928,H,TOR,WFONT-R,2,0,0,0,0,0,1,0,x,3,130,170,,,,,,
827,929,V,BOS,RPORCELLO-R,1,1,0,2,2,0,4,0,0,10,105,-145,,,,,,
